id,abbrev,name,is_public_domain,lang_code,lang_name,country,has_text
4313,DZN,Bibliya e satu Dzando,False,dzn,Dzando,CD,True
4314,GIX,Mbeti na ndi Gilima,False,gix,Gilima,CD;CF,True
4315,KDG,Ikitabo Kitakatifu Seba,False,kdg,Seba,CD;ZM,True
4316,KDL,Tsikimba OT,True,kdl,Tsikimba,NG,True
4317,KEL,Bibele end'ekila,False,kel,Kela,CD,True
4319,KPL,Mbeti na nzlele Kpala,False,kpl,Kpala,CD;CF,True
4320,LIE,Bibliya Mosantu Likila,False,lie,Likila,CD,True
4321,LIZ,Bibiliya E Santu Libinza,False,liz,Libinza,CD,True
4323,NDW,Bibliya Mosantu Ndobo,False,ndw,Ndobo,CD,True
4325,NZD,Mosantu biblia Nzadi,False,nzd,Nzadi,CD,True
4330,SOO,Bibiliya la Santu,False,soo,Songo,CD,True
4331,TSW,Tsishingini (tsw) OT,True,tsw,Tsishingini,NG,True
4338,EBG,Elille Nwed Anin̄ Ahta-Etie,False,ebg,Ebughu,NG,True
4339,EKI,Edisana Ŋwed Abasi Eki,False,eki,Eki,NG,True
4344,ASG,Cishingini Agwara Kambari [asg],True,asg,Cishingini,BJ;NG,True
4346,BIZ,Bibliya Mosantu Baloi,False,biz,Baloi,CD;CG,True
4348,NTLTB25,The New Testament in Lente Language,True,,,,True
4349,GQA,Ga'anda,True,gqa,Ga’anda,NG,True
4352,GBANU,Écritures en Banou 1939,False,gbv,Gbanu,CF,True
4353,MADI-URL,Búkù Eꞌyo Oꞌdɨ nɨ vɨɨ alóo ɨnɨ Búkù Yona nɨ vɨɨ be,False,snm,"Ma’di, Southern",UG,True
4354,mfo-latn,Mbembe Okohm,True,mfo,Mbe,NG,True
4356,KWAMBA,"Matayo, Bikoluwa ndia Bhakwenda",False,rwm,Amba,CD;UG,True
4357,HWO,Hona Bible,True,hwo,Hwana,NG,True
4358,zbu,Bu New Testament,True,zbu,Bu (Bauchi State),NG,True
4359,KHJ,Kuturmi NT Portion,True,khj,Kuturmi,NG,True
4362,AQK,Aninka NT Portion,True,aqk,Aninka,NG,True
4363,bvm,Ŋwɔʼnə-Məŋkaa-Fefe,False,bvm,Bamunka,CM,True
4364,BVW,Boga New Testament Portion,True,bvw,Boga,NG,True
4365,KRH,Akurumi NT Portion,True,krh,Kurama,NG,True
4369,NENO,Neno: Maandiko Matakatifu 2024,False,swh,Swahili,BI;KE;MZ;RW;SO;TZ;UG,True
4372,NTBBL2025,Bondei,True,bou,Bondei,TZ,True
4373,BBT,Bwile Bible Translation,True,bwc,Bwile,CD;ZM,True
4375,NTNBL2025,Ndwewe New Testament,True,nww,Ndwewe,TZ,True
4377,ARINGA,Bĩbĩliyã Ị́jọ́ Úꞌdí rĩ drị̂ ãzíla bụ́kụ̃ ãzí Ị́jọ́ Ụ̃kụ rĩ agá rĩ kí abe,False,luc,Aringa,SS;UG,True
4379,KMAJ,Kitab al Mukadas ma Arabi Juba,True,pga,"Arabic, Sudanese Creole",SS,True
4384,PWL,PWL Druk Weergawe (Siries),False,afr,Afrikaans,BW;MZ;NA;ZA;ZM;ZW,True
4387,KBTP,Kitaabua New Testament,True,tap,Taabwa,CD;ZM,True
4394,LNZ,Bibidi di Longo,False,lnz,Lonzo,CD,True
4395,PPP,Buku di Santu,False,ppp,Pelende,CD,True
4396,KnW,Kitap na Wassa,False,saa,Saba,TD,True
4399,mbu,Mbula-Bwazza,True,mbu,Mbula-Bwazza,NG,True
4401,SPC,PWL in Standaard Protestantse Canon,False,afr,Afrikaans,BW;MZ;NA;ZA;ZM;ZW,True
4402,Baa,Bassa (akwaromba),True,buj,Basa-Gurmana,NG,True
4408,HAV,Nouveau Testament Havu,True,hav,Havu,CD,True
4409,TiIq,Bible Kabyle révisée,False,kab,Kabyle,DZ,True
4439,NDRULO,Ndrulo Ruta ndèymí njàddí Lò-tdey tsò gbádha mí bǔkù nà,False,dno,Ndrulo,CD,True
4442,gdo,Woyyichchaa Maxaafa,False,drs,Gedeo,ET,True
4443,Abt,Arum New Testament,True,aab,Alumu-Tesu,NG,True
4444,ETP,Eloyi New Testament,False,afo,Ajiri,NG,True
4445,ALA,OKOYI PEPE,True,ala,Alago,NG,True
4446,NTANB25,The New Testament in Anu Language,True,,,,True
4447,ABT,Aushi Bible Translation,True,auh,Aushi,CD;ZM,True
4448,BLP,BANDAWA LANGUAGE PROJECT,True,bcv,Shoo-Minda-Nye,NG,True
4449,Laa,Lamma Bible Translation Project,True,bma,Lame,NG,True
4450,NTHTB25,The New Testament in Hettui Language,True,,,,True
4451,dde Ddo,Musamu Wumbote,False,dde,Doondo,CD;CG,True
4452,DBV,Chidowe,True,doe,Doe,TZ,True
4453,TBDM,Dusun Malang Translation,True,,,,True
4454,EKM,Nouveau Testament Nulibie,False,ekm,Elip,CM,True
4455,NTBnBL2025,Benamanga,True,egm,Benemanga,TZ,True
4456,KQTAB,"Biblica® Katabbiiwwan Qulqulluu, Turjumaana Ammayyaa Banamaa 2024",False,gaz,West Central Oromo,ET;SD,True
4458,Gaa,Gwandara New Testament,True,gwn,Gwandara,NG,True
4459,HLT,Hindi Literal Text,True,,,,True
4460,HBT,Holoholo Bible Translation,True,hoo,Holoholo,BW;CD;ZW,True
4462,IGJ,Injiyl g Jerbi,False,jbn,Nafusi,LY;TN,True
4463,IGSJ,Injiyl g Silha Jbali,False,jbn,Nafusi,LY;TN,True
4464,BUU,Buu New Testament,True,jid,Bu (Kaduna State),NG,True
4465,KAD,Eda,True,kad,Adara,NG,True
4466,KTP,Kalanga Translation Project,True,kck,Kalanga,BW;ZA;ZW,True
4467,KBT,Kete Bible Translation,True,kcv,Kete,CD,True
4468,NTSKm25,छार बाचा,True,,,,True
4469,NTKIBL2025,Kimbu,True,kiv,Kimbu,TZ,True
4470,NTWMK26,The New Testament Books in Wale Magar Kham Language,True,,,,True
4471,SHBV,Kishambaa,True,ksb,Shambala,TZ,True
4472,JST25,Jathapu Bible,True,,,,True
4473,NTKST25,दयान बचन,True,,,,True
4474,MLP,MUNGA TRANSLATION PROJECT,True,ldk,Leelau,NG,True
4475,MBTP,Mbalanhu Bible Translation Project,True,lnb,Mbalanhu,,True
4476,KPBT,Kuba Project Bible Translation,True,luj,Luna,CD,True
4477,mfn-x-os,Mbembe Osopong,True,mfn,"Mbembe, Cross River",NG,True
4478,mfn-x-ad,Mbembe Adun [mfn],True,mfn,"Mbembe, Cross River",NG,True
4479,NTMbBL2025,Mbunga,True,mgy,Mbunga,TZ,True
4480,NTMBL2025,Mbugu,True,mhd,Mbugu,TZ,True
4481,MBTP,Bassa (Methew),True,mho,Mashi,AO;NA;ZM,True
4482,HAA,HUNGWARHEA NEW TESTAMENT,True,nat,Hungworo,NG,True
4483,NAA,Numana New Testament,True,nbr,Numana-Nunku-Gbantu-Numbu,NG,True
4484,OTNdambBL,Ndamba,True,ndj,Ndamba,TZ,True
4485,NBT,Khaneng First Bible Translation,True,,,,True
4486,NorthZeme,Northern Zeme Bible,True,,,,True
4487,LTP,Nambya Translation Project,True,nmq,Nambya,BW;NA;ZM;ZW,True
4488,nnh,Ŋwàʼne Ssé,False,nnh,Ngiemboon,CM,True
4489,NST25,Noiri Bible,True,,,,True
4490,NTCYB25,The New Testament in Chuyo Language,True,,,,True
4491,NTNYBL2025,Nyanja,True,nya,Nyanja,MW;MZ;SZ;TZ;ZM;ZW,True
4492,SSTP,Sukwa Bible Translation,True,nyy,Nyakyusa-Ngonde,MW;TZ,True
4495,NTSPt26,Santhali  New Testament,True,,,,True
4497,STP,Sala Translation Project,True,shq,Sala,ZM,True
4498,KBT,KoreKore Bible Translation,True,sna,Shona,BW;ZA;ZM;ZW,True
4499,UAA,Shamang New Testament,True,sqa,Shama-Sambuga,NG,True
4503,TTP,Tonga Translation Project,True,toi,Tonga (Zambia),NA;ZM;ZW,True
4504,TBTP,Totela,True,ttl,Totela,NA;ZM,True
4507,MpBV,The Old Testamen in Mpoto,True,,,,True
4514,tii,Tuki,False,bag,Tuki,CM,True
4515,BHS,Ɗerewel mala Laŋkan ma Mewe,False,bhs,Buwal,CM,True
4516,GOU,Dzəv ma wiyə,False,gou,Gavar,CM,True
4517,MIFU,Bible Mofu Gudur,False,mif,Mofu-Gudur,CM,True
4518,MMU2,Numala2,False,mmu,Mmaala,CM,True
4519,xmd,Nouveau Testament Mbudum,False,xmd,Mbudum,CM,True
4520,XMG,Nouveau Testament Mengaka,False,xmg,Mengaka,CM,True
4521,yav,Nikál Niikɔs,False,yav,Yangben,CM,True
4524,ngc,Miwera,True,ngc,Ngombe (Democratic Republic of Congo),CD;CF,True
4525,ngc,Bodjenga NT and OT,True,ngc,Ngombe (Democratic Republic of Congo),CD;CF,True
4526,lol,Lokonda,True,lol,Mongo,CD,True
4527,ngc,Bondjale,True,ngc,Ngombe (Democratic Republic of Congo),CD;CF,True
4528,nto,Lontomba,True,nto,Ntomba,CD,True
4529,ONEN,Biblica® Open Ngoane Edwɛkɛ Ne,False,nzi,Nzima,CI;GH,True
4530,PBV,Lipatanu Lya Syayi Kwa Wantu Woseri,False,poy,Pogolo,TZ,True
4533,WBTP,Afā Wanyɛnyɛ wu Nugé Wàpyóò,True,jub,Wannu,NG,True
4534,kcc,Lubila,False,kcc,Lubila,NG,True
4535,NguuBV,Kingulu,True,ngp,Ngulu,TZ,True
4541,OOÑE,Biblica® Open Oduwem Obufa Ñwed Ediomi,False,efi,Efik,CM;NG,True
4546,KUIL,Igie Likpa,False,btt,Bete-Bendi,NG,True
4547,dae,LUK-MAT Nouveau Testament Duupa,False,dae,Duupa,CM,True
4558,IBV,Isanzu,True,isn,Isanzu,TZ,True
4559,KBV,Kami,True,kcu,Kami,TZ,True
4561,liy,Banda-Linda NT,True,liy,Banda-Bambari,CF,True
4564,nyj,TRADUCTION BILBE EN KINYANGA,True,nyj,Nyanga,CD,True
4565,HKE,Hunde Nouveau Testament,False,hke,Hunde,CD,True
4566,ver,KOBO BIBLE TRANSLATION,True,ver,Verre,CM;NG,True
4567,bnx,Bangubangu Traduction,True,bnx,Bangubangu,CD,True
4568,byi,Buyu Traduction,True,byi,Buyu,CD,True
4569,oml,Ombo Traduction,True,oml,Ombo,CD,True
4571,sod,Songola Traduction,True,sod,Songoora,CD,True
4573,DGA,Naaŋmen Yelbiri Gane,False,dga,Southern Dagaare,BF;GH,True
4574,OUV,IBIBULIA,False,lwg,Wanga,KE,True
4575,LNTPP,ENDAKAANO EMBIAKHA ESABURI NENDE ENGANO,False,nle,Nyala,KE,True
4576,noq,BIBLE EN KINGONGO,False,noq,Ngongo,CD,True
4577,RUULI-NYALA,Ebitabo abiri n'ebitaanu ebya mu Ndagaano Egiyaaka omu Ruruuli-Runyala,False,ruc,Ruuli,UG,True
4592,NMQMRK,Marko 1961,False,nmq,Nambya,BW;NA;ZM;ZW,True
4597,NNTZ,Nkangala New Testament Zambia,False,nkn,Nkangala,AO,True
4606,BNT96,Bete New Testament,False,bev,"Bété, Daloa",CI,True
4607,GNB,Gbagyi Nyizeyenya Baibwulu: Shekwoyi Ɓədagbma,False,gbr,Gbagyi,NG,True
4609,IRI,Rigwe Bible,False,iri,Irigwe,NG,True
4610,ZNE,Pazande Bible,False,zne,Zande,CD;CF;SS,True
4622,ngz,Ondoo b'Alili b'Engnungwel,False,ngz,Ngungwel,CG,True
4630,SNT,New Testament Bible,False,sfw,Sehwi,CI;GH,True
4632,SBV,Sagala,False,sbm,Sagala,TZ,True
4633,TI,Téereb Injiil,False,wol,Wolof (Senegal),GM;GW;ML;MR;SN,True
4638,Ruf,Iseezerano Rishya,False,kin,Rwandan,BI;CD;RW;TZ;UG,True
4660,Nyam,Bibliya Ki'nyamwezi,False,nym,Nyamwezi,TZ,True
4664,CCTL,Cizumano Cipya mu Chitoka-Leya,False,tog,Tonga (Nyasa),MW,True
4666,CLL,Chala New Testament,False,cll,Chala,GH,True
4667,ADE,Adele Old Testament,False,ade,Adele,GH;TG,True
4672,BEJA,Ugalad Ugayi,False,bej,Bedawiyet,EG;ER;SD,True
4673,NTR,Ntrubo Old Testament,False,ntr,Delo,GH;TG,True
4674,NYB,Nyagbo Old Testament,False,nyb,Nyangbo,GH,True
4695,BIV,Birifor Bible,False,biv,Southern Birifor,BF;CI;GH,True
4710,Mlk,Nouveau testament Moloko,False,mlw,Moloko,CM,True
4719,bwt,Bafaw New Testament,False,bwt,Bafaw-Balong,CM,True
4726,AKP,Siwu Old Testament,False,akp,Siwu,GH,True
4728,SNW,Selee Old Testament,False,snw,Selee,GH,True
4737,GPA,Lìtàfi Lìlitsì Gupa Abawa,False,gpa,Gupa-Abawa,NG,True
4739,KMI,Lìtàfi Lìlitsì Kami,False,kmi,Kami,NG,True
4750,CEN,Ibaas New Testament Portions,False,cen,Ibaas,NG,True
4753,Pāyipiriit,Pāyipiriit nyēē Tiliil,False,kpz,Kupsapiiny,KE;UG,True
4757,ATBABC,Ancien Testament Beembe ABC,False,beq,Beembe (Congo),CG,True
4767,BLY,Buku Loyera Chichewa Bible,False,nya,Nyanja,MW;MZ;SZ;TZ;ZM;ZW,True
4781,SA-OTP,Sa Old Testament Panorama,True,,,,True
